,Kingdom,Phylum,Class,Order,Family,Confidence
ASV4490,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales,1
ASV4491,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,NA,1
ASV4492,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV4494,Bacteria,FBP,NA,NA,NA,1
ASV4495,Bacteria,Chloroflexi,C0119,NA,NA,1
ASV4496,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4498,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4499,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV4500,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV4503,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV4504,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,1
ASV4505,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,1
ASV4506,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,1
ASV4510,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV4511,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,NA,1
ASV4512,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,NA,1
ASV4513,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,NA,1
ASV4516,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,0.67
ASV4517,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,1
ASV4518,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4520,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV4521,Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Balneolaceae,1
ASV4523,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,0.67
ASV4524,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,1
ASV4525,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4527,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV4529,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV4530,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,NA,1
ASV4533,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,0.67
ASV4536,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4538,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV4541,Bacteria,Planctomycetes,BD7-11,NA,NA,1
ASV4544,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4545,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,1
ASV4547,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV4549,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,NA,1
ASV4553,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,1
ASV4555,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,0.67
ASV4557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV4560,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,1
ASV4564,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV4565,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4568,Bacteria,Armatimonadetes,Armatimonadia,FW68,NA,1
ASV4570,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,1
ASV4572,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV4573,Bacteria,Cyanobacteria,Chloroplast,Haptophyceae,NA,1
ASV4574,Bacteria,Chloroflexi,Anaerolineae,S0208,NA,1
ASV4575,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV4585,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4586,Bacteria,FBP,NA,NA,NA,1
ASV4588,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV4590,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,NA,1
ASV4593,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV4595,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV4596,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,1
ASV4598,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4600,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,1
ASV4601,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV4602,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,1
ASV4603,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4606,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4611,Bacteria,Chloroflexi,C0119,NA,NA,1
ASV4612,Bacteria,Gemmatimonadetes,Gemmatimonadetes,NA,NA,1
ASV4614,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV4615,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,1
ASV4616,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,0.67
ASV4617,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV4618,Bacteria,Armatimonadetes,SHA-37,NA,NA,1
ASV4619,Bacteria,Planctomycetes,Phycisphaerae,CPla-3,NA,1
ASV4621,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,1
ASV4623,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV4624,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,NA,1
ASV4627,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,1
ASV4629,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV4633,Bacteria,Chloroflexi,C0119,NA,NA,1
ASV4635,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,1
ASV4639,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV4640,Bacteria,Chloroflexi,TK10,B07_WMSP1,NA,1
ASV4645,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1
ASV4646,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV4647,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV4648,Bacteria,Chlorobi,NA,NA,NA,1
ASV4649,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV4650,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4651,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4652,Bacteria,TM6,SJA-4,NA,NA,1
ASV4655,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,1
ASV4656,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,0.67
ASV4657,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,NA,0.67
ASV4659,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,1
ASV4661,Bacteria,Cyanobacteria,4C0d-2,SM1D11,NA,1
ASV4662,Bacteria,Proteobacteria,TA18,PHOS-HD29,NA,1
ASV4663,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,1
ASV4664,Bacteria,Acidobacteria,Sva0725,Sva0725,NA,1
ASV4668,Bacteria,Chloroflexi,Chloroflexi,AKIW781,NA,1
ASV4670,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4671,Bacteria,Proteobacteria,TA18,CV90,NA,1
ASV4673,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV4674,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV4676,Bacteria,Armatimonadetes,0319-6E2,NA,NA,1
ASV4677,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV4678,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,1
ASV4679,Bacteria,Chloroflexi,C0119,NA,NA,1
ASV4682,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,NA,1
ASV4683,Bacteria,Planctomycetes,OM190,agg27,NA,1
ASV4685,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,1
ASV4687,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV4688,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,NA,1
ASV4690,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV4693,Bacteria,Proteobacteria,TA18,CV90,NA,1
ASV4694,Bacteria,Chloroflexi,Ktedonobacteria,Elev-1554,NA,1
ASV4696,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV4697,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV4698,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV4699,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,1
ASV4700,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV4701,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,NA,1
ASV4703,Bacteria,Acidobacteria,Chloracidobacteria,RB41,NA,1
ASV4704,Bacteria,Elusimicrobia,Elusimicrobia,IIb,NA,1
ASV4705,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,1
ASV4708,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV4709,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,1
ASV4710,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV4713,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4715,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,1
ASV4716,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4718,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV4721,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,1
ASV4724,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,1
ASV4725,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1
ASV4726,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,1
ASV4728,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV4730,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4731,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,NA,1
ASV4732,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,0.67
ASV4733,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV4735,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,NA,1
ASV4736,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV4737,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,0.67
ASV4738,Bacteria,AD3,JG37-AG-4,NA,NA,1
ASV4739,Bacteria,Gemmatimonadetes,Gemm-1,NA,NA,1
ASV4740,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,0.67
ASV4741,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV4744,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV4746,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4748,Bacteria,WPS-2,NA,NA,NA,1
ASV4749,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV4751,Bacteria,Acidobacteria,Chloracidobacteria,24-Nov,NA,1
ASV4753,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV4754,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV4757,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV4759,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,NA,1
ASV4760,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV4762,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,1
ASV4763,Bacteria,Planctomycetes,BD7-11,NA,NA,1
ASV4764,Bacteria,Planctomycetes,vadinHA49,DH61,NA,1
ASV4765,Bacteria,Chloroflexi,C0119,NA,NA,1
ASV4767,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV4768,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV4771,Bacteria,OP11,OP11-3,NA,NA,1
ASV4772,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV4773,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,GZKB119,0.67
ASV4774,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV4775,Bacteria,Planctomycetes,Planctomycetia,B97,NA,1
ASV4776,Bacteria,AD3,JG37-AG-4,NA,NA,1
ASV4777,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV4778,Bacteria,TM7,SC3,NA,NA,1
ASV4779,Bacteria,TM6,SJA-4,NA,NA,1
ASV4781,Bacteria,Chloroflexi,TK10,NA,NA,1
ASV4782,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,NA,1
ASV4784,Bacteria,Verrucomicrobia,Verruco-5,LD1-PB3,NA,1
ASV4786,Bacteria,WPS-2,NA,NA,NA,1
ASV4789,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,1
ASV4790,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV4793,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,0.67
ASV4795,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV4796,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV4797,Bacteria,TM7,SC3,NA,NA,1
ASV4798,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,1
ASV4799,Bacteria,BRC1,PRR-11,NA,NA,1
ASV4800,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4802,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,1
ASV4803,Bacteria,TM6,SJA-4,NA,NA,1
ASV4806,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,1
ASV4807,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV4809,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,1
ASV4812,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,1
ASV4814,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV4815,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV4816,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4817,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,1
ASV4818,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV4820,Bacteria,OP3,koll11,GIF10,kpj58rc,1
ASV4821,Bacteria,Chloroflexi,Anaerolineae,DRC31,NA,0.67
ASV4822,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV4823,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV4824,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4825,Bacteria,Chloroflexi,C0119,NA,NA,1
ASV4827,Bacteria,Chloroflexi,Ellin6529,NA,NA,1
ASV4828,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV4829,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,NA,1
ASV4833,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4838,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,1
ASV4839,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV4840,Bacteria,Armatimonadetes,Chthonomonadetes,SJA-22,NA,1
ASV4841,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV4842,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1
ASV4843,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV4844,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,NA,1
ASV4846,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV4848,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV4850,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,1
ASV4851,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,1
ASV4853,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1
ASV4854,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,1
ASV4855,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,0.67
ASV4856,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV4860,Bacteria,TM6,SJA-4,NA,NA,1
ASV4861,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4862,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,1
ASV4866,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV4869,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV4871,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,NA,1
ASV4872,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,1
ASV4874,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,1
ASV4877,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV4878,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV4880,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4881,Bacteria,Proteobacteria,TA18,PHOS-HD29,NA,1
ASV4883,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,NA,1
ASV4884,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV4885,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV4886,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV4887,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Waddliaceae,0.67
ASV4889,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4890,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV4891,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,1
ASV4893,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV4896,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,NA,1
ASV4898,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,0.67
ASV4899,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV4900,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV4901,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV4902,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,0.67
ASV4903,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,1
ASV4904,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV4906,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV4909,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV4910,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV4912,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,1
ASV4914,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,1
ASV4916,Bacteria,FBP,NA,NA,NA,1
ASV4917,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV4920,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV4921,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV4922,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV4923,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV4925,Bacteria,TM7,TM7-1,NA,NA,1
ASV4929,Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,NA,1
ASV4930,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,1
ASV4934,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,FFCH7168,1
ASV4937,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,1
ASV4938,Bacteria,Armatimonadetes,SHA-37,NA,NA,1
ASV4939,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,1
ASV4940,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,1
ASV4942,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,NA,1
ASV4943,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4944,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4947,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,1
ASV4949,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV4951,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin517,1
ASV4953,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4954,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4955,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4958,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4959,Bacteria,Proteobacteria,Betaproteobacteria,A21b,UD5,1
ASV4960,Bacteria,Proteobacteria,Betaproteobacteria,A21b,EB1003,1
ASV4961,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,NA,1
ASV4963,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4965,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV4966,Bacteria,Planctomycetes,OM190,agg27,NA,1
ASV4967,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV4969,Bacteria,WPS-2,NA,NA,NA,1
ASV4971,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV4975,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,1
ASV4976,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,1
ASV4977,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV4980,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,1
ASV4981,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,1
ASV4984,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4986,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4987,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,1
ASV4990,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,NA,1
ASV4991,Bacteria,Chloroflexi,TK10,B07_WMSP1,NA,1
ASV4993,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,1
ASV4994,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Trebouxiophyceae,1
ASV4997,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,1
ASV4999,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV5000,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV5001,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,0.67
ASV5003,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV5005,Bacteria,TM6,SJA-4,NA,NA,1
ASV5006,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV5008,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,1
ASV5009,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV5010,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,NA,0.67
ASV5012,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,NA,1
ASV5013,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,1
ASV5015,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV5016,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9,1
ASV5017,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,1
ASV5018,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV5024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
